Appliances,Random Forest,Random Forest (error),Linear Regression,Linear Regression (error),Tree,Tree (error),kNN,kNN (error),lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,RH_out,Visibility,Tdewpoint,rv1,rv2,Press_mm_hg,Windspeed
50,57.1167,7.11667,8.35885,-41.6412,52.5,2.5,60,10,0,25,39.4,22.5,41.4,25.23,33.9,25.1,38.8986,23.89,49.1633,8.39,32.6933,24.79,36.1633,25.79,42.7929,23.89,45.2,9.01667,84.8333,22.1667,6.5,24.9149,24.9149,753.833,3.66667
60,60.75,0.75,7.51705,-52.4829,60,0,60,0,0,24.89,39.4,22.478,41.44,25.1667,33.73,25.1,38.79,23.89,49.03,8.5,32.76,24.79,36.09,25.79,42.616,23.89,45.2,8.93333,84.6667,22.3333,6.4,25.9411,25.9411,753.867,3.33333
60,60.75,0.75,9.4018,-50.5982,60,0,62,2,0,24.89,39.4,22.39,41.3529,25.1,33.79,25.1,38.7788,23.89,48.95,8.5,32.5667,24.79,36.09,25.79,42.3725,23.89,45.29,8.85,84.5,22.5,6.3,36.242,36.242,753.9,3
60,61.6167,1.61667,9.286,-50.714,60,0,54,-6,0,24.89,39.4,22.35,41.29,25,33.56,25.1,38.7386,23.89,48.8633,8.66667,31.13,24.79,36.09,25.79,42.1686,23.89,45.29,8.76667,84.3333,22.6667,6.2,29.1791,29.1791,753.933,2.66667
70,65.4167,-4.58333,9.89621,-60.1038,70,0,64,-6,0,24.89,39.29,22.29,41.29,25,33.5,25.1,38.656,23.89,48.73,8.86,29.39,24.79,36,25.79,41.96,23.89,45.29,8.68333,84.1667,22.8333,6.1,40.3227,40.3227,753.967,2.33333
60,64.1667,4.16667,8.83974,-51.1603,60,0,64,4,0,24.89,39.23,22.29,41.29,24.89,33.56,25.1,38.59,23.89,48.59,9.03333,26.3233,24.79,36,25.79,41.8243,23.89,45.29,8.6,84,23,6,6.94706,6.94706,754,2
70,67.3056,-2.69444,9.00617,-60.9938,70,0,64,-6,0,24.89,39.1633,22.2257,41.2257,24.89,33.4333,25.1,38.572,23.89,48.53,9.16,24.7967,24.7,36,25.79,41.7,23.89,45.4,8.65,82.8333,23.3333,5.83333,42.9549,42.9549,754.05,2.33333
60,61.8,1.8,9.60993,-50.3901,70,10,58,-2,0,24.89,39.03,22.254,41.156,24.89,33.5,25.1,38.5,23.89,48.4667,9.3,24.19,24.7,36,25.7643,41.6214,23.89,45.4571,8.7,81.6667,23.6667,5.66667,33.0915,33.0915,754.1,2.66667
60,60,0,11.5066,-48.4934,60,0,64,4,0,24.8567,38.9667,22.2,41.09,24.89,33.5,25.1,38.5,23.89,48.4,9.3225,23.4475,24.7,35.9,25.754,41.46,23.89,45.5,8.75,80.5,24,5.5,39.0453,39.0453,754.15,3
50,57.7,7.7,9.20234,-40.7977,50,0,58,8,0,24.79,38.9,22.2,41.09,24.79,33.4,25.0857,38.4429,23.89,48.26,9.39,22.9267,24.7,35.8633,25.7,41.3371,23.89,45.5,8.8,79.3333,24.3333,5.33333,24.0531,24.0531,754.2,3.33333
60,61.25,1.25,7.67167,-52.3283,56.6667,-3.33333,62,2,0,24.79,38.79,22.1714,41.09,24.79,33.3267,25,38.4,23.89,48.2,9.36,21.3633,24.7,35.79,25.7,41.272,23.89,45.5,8.85,78.1667,24.6667,5.16667,37.8407,37.8407,754.25,3.66667
60,60.25,0.25,6.24419,-53.7558,56.6667,-3.33333,56,-4,0,24.79,38.73,22.1,41.054,24.7,33.1567,25,38.3529,23.89,48.06,9.3,21.03,24.7,35.7,25.7,41.2,23.89,45.5386,8.9,77,25,5,27.3689,27.3689,754.3,4
50,55,5,6.67365,-43.3263,56.6667,6.66667,58,8,0,24.79,38.7,22.1,41,24.7,33.29,25,38.29,23.89,47.9333,9.19,20.3633,24.7,35.7,25.7,41.2,23.89,45.5,8.85,76.3333,25.3333,4.81667,31.827,31.827,754.317,4.16667
60,59,-1,5.3506,-54.6494,60,0,58,-2,0,24.79,38.7,22.1,40.98,24.6667,33,25,38.2771,23.8233,47.79,9.19,19.5567,24.6667,35.6633,25.7,41.1243,23.89,45.5771,8.8,75.6667,25.6667,4.63333,31.4143,31.4143,754.333,4.33333
60,62.3333,2.33333,4.6916,-55.3084,60,0,60,0,0,24.79,38.59,22.1,40.9,24.6,33,25,38.2,23.89,47.79,9.19,18.7333,24.6667,35.59,25.7,41,23.9371,45.5643,8.75,75,26,4.45,1.12626,1.12626,754.35,4.5
60,60.5,0.5,5.20888,-54.7911,60,0,64,4,0,24.73,38.59,22,40.754,24.55,32.8,25,38.1686,23.8233,47.6267,9.19,17.8667,24.6,35.5,25.7,40.9286,23.956,45.5,8.7,74.3333,26.3333,4.26667,36.7877,36.7877,754.367,4.66667
70,65.9722,-4.02778,7.02638,-62.9736,66.6667,-3.33333,62,-8,0,24.7,38.56,22,40.6313,24.5,32.8267,25,38.09,23.8233,47.5667,9.19,17.7,24.6667,35.5,25.7,40.79,23.9214,45.5,8.65,73.6667,26.6667,4.08333,40.8134,40.8134,754.383,4.83333
60,60.5,0.5,7.09782,-52.9022,60,0,60,0,0,24.7,38.4333,22,40.5129,24.5,32.7667,25,38.0771,23.89,47.5,9.19,17.5667,24.6,35.4,25.6143,40.79,23.89,45.5,8.6,73,27,3.9,34.3312,34.3312,754.4,5
60,59.5,-0.5,2.91254,-57.0875,60,0,58,-2,0,24.7,38.4,22,40.5,24.39,32.59,24.934,38,23.89,47.4333,9.26333,17.1567,24.6,35.4,25.6,40.79,23.9371,45.5,8.63333,72.8333,27,3.9,29.6408,29.6408,754.45,5
60,59.9167,-0.0833333,2.66929,-57.3307,66.6667,6.66667,66,6,0,24.6333,38.2667,22,40.4286,24.4633,32.59,24.89,37.9571,23.79,47.1633,9.19,16.63,24.6,35.26,25.6,40.79,23.934,45.4,8.66667,72.6667,27,3.9,47.4487,47.4487,754.5,5
50,53.9167,3.91667,2.96129,-47.0387,50,0,56,6,0,24.7,38.29,21.956,40.29,24.39,32.4333,24.89,37.9,23.79,47.09,9.19,15.5667,24.6,35.2,25.5,40.7,23.9529,45.4,8.7,72.5,27,3.9,22.6635,22.6635,754.55,5
60,58.1667,-1.83333,3.57834,-56.4217,60,0,54,-6,0,24.6333,38.23,21.89,40.2386,24.39,32.4333,24.89,37.8371,23.8567,47.06,9.19,14.4933,24.5667,35.2,25.5,40.6843,23.956,45.334,8.73333,72.3333,27,3.9,21.1822,21.1822,754.6,5
50,54.1667,4.16667,-0.929444,-50.9294,46.6667,-3.33333,54,4,0,24.6,38.045,21.89,40.134,24.29,32.29,24.89,37.79,23.79,46.9333,9.19,13.8233,24.5667,35.1267,25.5,40.656,23.9529,45.29,8.76667,72.1667,27,3.9,17.9525,17.9525,754.65,5
60,57.75,-2.25,-1.18282,-61.1828,60,0,62,2,0,24.6,38,21.89,40.0643,24.29,32.23,24.89,37.7643,23.79,46.845,9.19,13.3567,24.6,35.06,25.5,40.6214,23.89,45.29,8.8,72,27,3.9,47.7741,47.7741,754.7,5
70,63.75,-6.25,-2.7504,-72.7504,66.6667,-3.33333,62,-8,0,24.6,37.9333,21.89,40,24.26,32.1333,24.89,37.7,23.79,46.7,9.19,13.16,24.5333,35,25.5,40.59,23.9214,45.2514,8.76667,71.1667,27.3333,3.7,49.0817,49.0817,754.767,5
50,54.6667,4.66667,-3.70202,-53.702,50,0,58,8,0,24.6,37.8633,21.89,39.9429,24.2,32.06,24.89,37.6371,23.79,46.6267,9.1225,13.15,24.5,34.9667,25.5,40.5386,23.934,45.29,8.73333,70.3333,27.6667,3.5,14.633,14.633,754.833,5
70,64.0833,-5.91667,-3.409,-73.409,70,0,64,-6,0,24.5333,37.79,21.89,39.834,24.2,32,24.89,37.59,23.79,46.4667,9.1,13.4333,24.5667,34.8267,25.456,40.5,23.89,45.2643,8.7,69.5,28,3.3,35.6445,35.6445,754.9,5
60,64.0833,4.08333,-3.34357,-63.3436,63.3333,3.33333,64,4,0,24.5,37.7,21.8614,39.7643,24.2,32,24.89,37.5643,23.79,46.4,9.1,13.2633,24.5,34.8267,25.4214,40.5,23.89,45.2,8.66667,68.6667,28.3333,3.1,33.6623,33.6623,754.967,5
70,69.2667,-0.733333,-2.53763,-72.5376,70,0,68,-2,0,24.5,37.7,21.89,39.7,24.2,31.9633,24.89,37.5,23.79,46.29,9.1,12.93,24.5,34.8175,25.39,40.536,23.9057,45.2,8.63333,67.8333,28.6667,2.9,7.02257,7.02257,755.033,5
70,66.9333,-3.06667,-3.51458,-73.5146,63.3333,-6.66667,66,-4,0,24.5,37.6633,21.8186,39.6214,24.2,31.89,24.89,37.5,23.79,46.23,9.13,12.2333,24.5,34.79,25.39,40.59,23.978,45.2,8.6,67,29,2.7,38.5514,38.5514,755.1,5
60,70.4333,10.4333,-5.7746,-65.7746,63.3333,3.33333,58,-2,0,24.5,37.53,21.85,39.634,24.1,31.8233,24.8043,37.2571,23.79,45.8633,9.26333,10.5667,24.5,34.3633,25.39,40.552,23.9686,45.2,8.6,66.5,30.8333,2.6,14.3406,14.3406,755.167,5.16667
100,91.1619,-8.8381,-3.66453,-103.665,100,0,130,30,0,24.5,37.3333,21.9214,39.4657,24.0333,31.8233,24.79,36.74,23.79,45.33,9.55667,7.8,24.4267,33.7567,25.39,40.185,23.934,44.916,8.6,66,32.6667,2.5,2.53162,2.53162,755.233,5.33333
50,55.6111,5.61111,2.04346,-47.9565,60,10,116,66,0,24.5,37.2,22.1,38.916,24,31.8567,24.79,36.3971,23.79,44.5633,9.96333,5.39333,24.4633,33.2667,25.39,39.7957,23.9371,44.2229,8.6,65.5,34.5,2.4,46.2205,46.2205,755.3,5.5
80,155.576,75.5762,7.72287,-72.2771,80,0,80,0,0,24.5,37.09,22.2371,38.4814,23.9267,31.5233,24.736,35.96,23.79,44.0967,10.19,2.69333,24.39,32.8,25.39,39.4,23.89,43.174,8.6,65,36.3333,2.3,6.54043,6.54043,755.367,5.66667
320,255.476,-64.5238,10.5553,-309.445,215,-105,164,-156,0,24.5,36.7567,22.254,38.02,23.89,31.6333,24.7643,36.1129,23.73,43.5267,10.2633,2.69333,24.39,32.4,25.3329,39.1386,23.89,41.5971,8.6,64.5,38.1667,2.2,39.3875,39.3875,755.433,5.83333
350,277.2,-72.8,15.3191,-334.681,297.5,-52.5,176,-174,0,24.5,36.59,22.3614,37.7957,23.9725,31.7225,24.79,36.334,23.76,42.7596,10.33,2.36333,24.39,32.0667,25.29,38.794,23.89,40.916,8.6,64,40,2.1,27.3958,27.3958,755.5,6
160,197.829,37.8286,21.1702,-138.83,297.5,137.5,180,20,0,24.5,36.59,22.54,37.62,24.1,31.976,24.7514,36.2643,23.79,41.9925,10.4633,2.96333,24.29,31.8267,25.29,38.4971,23.89,40.7414,8.66667,63.3333,40,2.01667,29.061,29.061,755.55,5.83333
70,73.4571,3.45707,31.4282,-38.5718,75,5,134,64,0,24.5,36.59,22.6,37.2214,24.2,32.1633,24.79,36.09,23.79,41.48,10.7267,3.5,24.29,31.7,25.29,38.254,23.89,41.198,8.73333,62.6667,40,1.93333,19.9657,19.9657,755.6,5.66667
80,77.2229,-2.77706,31.2372,-48.7628,75,-5,128,48,0,24.5,36.59,22.6,37.2,24.2225,32.3425,24.79,35.94,23.8186,40.9286,10.8,2.76,24.29,31.5667,25.2514,38.1843,23.89,41.9657,8.8,62,40,1.85,45.1732,45.1732,755.65,5.5
70,71.7103,1.71032,34.4327,-35.5673,70,0,74,4,0,24.4633,36.43,22.6714,37.1214,24.31,32.678,24.79,35.75,23.79,40.536,10.9267,1.46667,24.29,31.36,25.272,38.072,23.9312,41.725,8.86667,61.3333,40,1.76667,8.72581,8.72581,755.7,5.33333
70,71.7103,1.71032,39.0566,-30.9434,70,0,74,4,0,24.39,36.29,22.7,36.82,24.3233,32.8633,24.79,35.6371,23.7243,38.8814,11.1267,1,24.29,31.1667,25.2386,38,23.89,41.05,8.93333,60.6667,40,1.68333,12.1787,12.1787,755.75,5.16667
70,78.2214,8.22143,51.3422,-18.6578,70,0,74,4,0,24.39,36.1633,23.0143,35.8814,24.39,33.0225,24.79,35.4,23.58,37.254,11.2267,1,24.29,31.0333,25.2,37.856,23.7529,38.8671,9,60,40,1.6,10.4459,10.4459,755.8,5
80,83.7214,3.72143,62.3511,-17.6489,76.6667,-3.33333,74,-6,0,24.39,35.865,23.1,35.2037,24.39,33.09,24.79,35.2386,23.5286,37.2929,11.2175,1,24.29,30.76,25.2,37.65,23.456,37.316,9.01667,60.8333,40,1.81667,8.8161,8.8161,755.867,5
80,82.4548,2.45476,58.0784,-21.9216,76.6667,-3.33333,74,-6,0,24.39,35.73,23.12,35.4,24.39,33.1267,24.79,35.072,23.6,37.874,11.19,1,24.29,30.6333,25.2,37.59,23.4529,37.0286,9.03333,61.6667,40,2.03333,12.5044,12.5044,755.933,5
100,91.7103,-8.28968,54.8662,-45.1338,100,0,146,46,0,24.39,35.79,23.2929,35.4714,24.445,33.2,24.79,34.9286,23.6,38.2686,11.19,1,24.29,30.4633,25.2,37.6943,23.5,36.554,9.05,62.5,40,2.25,47.1546,47.1546,756,5
90,114.51,24.5103,55.4825,-34.5175,90,0,138,48,0,24.39,35.8633,23.5,35.29,24.39,33.2,24.79,34.754,23.638,41.936,11.3233,1,24.29,30.3233,25.254,37.856,23.5,36.1243,9.06667,63.3333,40,2.46667,40.1307,40.1307,756.067,5
290,231.767,-58.2333,66.5306,-223.469,245,-45,144,-146,0,24.39,35.8633,23.5843,35.15,24.39,33.3333,24.8043,34.6529,24.4757,70.8686,11.6,1,24.29,30.1667,25.2,37.3957,23.5,35.696,9.08333,64.1667,40,2.68333,1.21868,1.21868,756.133,5
430,236.222,-193.778,65.8805,-364.119,295,-135,194,-236,0,24.39,35.79,23.956,34.994,24.5,33.5,24.89,34.7,25.1187,78.5375,11.66,1,24.29,30.0333,25.254,37.42,23.5,35.4286,9.1,65,40,2.9,17.6152,17.6152,756.2,5
100,149.917,49.9167,66.6539,-33.3461,100,0,198,98,0,24.4267,35.86,24.2643,34.8114,24.58,33.572,24.89,34.7,24.66,79.814,11.8267,1,24.29,29.89,25.29,37.7,23.5,35.156,9.26667,63.3333,40,2.65,0.813457,0.813457,756.25,5
100,100.25,0.25,73.0471,-26.9529,100,0,158,58,0,24.5,36.06,24.434,34.634,24.6,33.59,24.89,34.7,24.4657,80.11,12.2333,1,24.29,29.7925,25.3567,37.6267,23.4057,34.88,9.43333,61.6667,40,2.4,27.6928,27.6928,756.3,5
100,100.25,0.25,78.5373,-21.4627,100,0,92,-8,0,24.4267,36.39,24.6271,34.4971,24.6,33.59,24.89,34.7,24.272,77.296,12.6667,1,24.29,29.7,25.39,37.56,23.412,34.678,9.6,60,40,2.15,34.8653,34.8653,756.35,5
110,105.85,-4.15,84.1881,-25.8119,110,0,102,-8,0,24.5,36.7233,24.85,34.316,24.64,33.736,24.912,34.776,24.2,69.5143,12.9333,1,24.29,29.6,25.478,37.38,23.4529,34.4543,9.76667,58.3333,40,1.9,44.0466,44.0466,756.4,5
110,107.175,-2.825,90.3315,-19.6685,110,0,92,-18,0,24.5,36.79,24.8614,34.2,24.7,33.8267,24.9686,35.0286,24.16,62.34,12.9267,1,24.29,29.5333,25.52,37.116,23.39,34.156,9.93333,56.6667,40,1.65,11.7475,11.7475,756.45,5
110,107,-3,90.3187,-19.6813,110,0,98,-12,0,24.5,36.73,25.04,33.96,24.7,33.9,25,35.4,24.1,59.0371,13.1267,1,24.29,29.4633,25.6286,36.9286,23.39,33.9557,10.1,55,40,1.4,40.2867,40.2867,756.5,5
90,98.1111,8.11111,95.8021,5.80213,90,0,100,10,0,24.5,36.6633,25.0429,33.7543,24.7,34.03,25,35.4571,24.04,56.19,13.39,1,24.29,29.39,25.7,36.7,23.39,33.816,10.2167,55,40,1.5,36.238,36.238,756.583,5.16667
90,94.1111,4.11111,92.7197,2.71973,90,0,102,12,0,24.5,36.4633,24.978,33.754,24.7,34.09,25,35.516,24,53.85,13.1967,1,24.29,29.29,25.7514,36.6843,23.39,33.5957,10.3333,55,40,1.6,41.9023,41.9023,756.667,5.33333
100,100.833,0.833333,106.899,6.89898,95,-5,96,-4,0,24.5333,37.3333,24.9371,33.7643,24.7,34.045,25.0375,35.3612,24,52.08,13.19,1,24.29,29.23,25.772,36.572,23.39,33.4,10.45,55,40,1.7,30.2685,30.2685,756.75,5.5
90,97.6587,7.65873,136.837,46.837,95,5,106,16,0,24.6,39.26,25,33.736,24.73,34.2,25.0286,34.59,23.9843,51.1357,13.3233,1,24.29,29.1667,25.7257,36.5,23.39,33.5243,10.5667,55,40,1.8,43.5156,43.5156,756.833,5.66667
100,105.69,5.69048,135.536,35.5355,105,5,106,6,0,24.6,39.2633,24.9686,33.9543,24.79,34.26,24.85,33.174,23.934,50.198,13.16,1,24.3567,29.1667,25.79,36.59,23.412,33.74,10.6833,55,40,1.9,35.088,35.088,756.917,5.83333
110,110.69,0.690476,121.705,11.7046,105,-5,104,-6,0,24.6,38.4567,25,34.016,24.79,34.4333,24.7386,32.4286,23.9686,49.2257,13.2333,1,24.39,29.1667,25.79,36.59,23.5,33.9,10.8,55,40,2,37.5509,37.5509,757,6
110,109.69,-0.309524,125.333,15.3328,115,5,88,-22,0,24.6,38.2967,25,33.7957,24.79,34.5,24.7,32.116,23.89,48.174,13.33,1,24.39,29.1,25.79,36.5386,23.5,33.754,10.7,55.3333,38.1667,2.01667,11.859,11.859,757.067,6
130,120.94,-9.05952,126.046,-3.95383,115,-15,110,-20,0,24.7267,38.3633,25.06,33.79,24.79,34.5,24.7643,32.5929,23.89,47.4543,13.4225,1,24.39,29.1,25.85,36.418,23.5,33.54,10.6,55.6667,36.3333,2.03333,40.9626,40.9626,757.133,6
110,113.5,3.5,114.866,4.86635,115,5,122,12,0,24.79,37.6933,25,33.8843,24.79,34.5,24.89,33.134,23.89,46.796,13.1,1,24.39,29.0333,25.89,36.2257,23.478,33.294,10.5,56,34.5,2.05,46.6049,46.6049,757.2,6
110,117.5,7.5,121.71,11.7104,110,0,118,8,0,24.865,37.7,25,33.856,24.8233,34.6267,24.9057,33.3843,23.89,46.2,13.4267,1,24.39,28.9633,25.934,36.254,23.39,32.8114,10.4,56.3333,32.6667,2.06667,43.1075,43.1075,757.267,6
130,116.75,-13.25,120.132,-9.86813,126.667,-3.33333,116,-14,0,24.9633,37.2267,25,33.8686,24.89,34.7,24.956,33.696,23.89,45.754,13.3667,1,24.39,28.8233,26,36.4571,23.16,31.97,10.3,56.6667,30.8333,2.08333,48.0698,48.0698,757.333,6
110,109.667,-0.333333,115.773,5.77327,110,0,116,6,0,25.0333,36.7233,24.956,33.79,24.89,34.7,25,33.9543,23.89,45.3286,13.2633,1,24.4267,28.9267,26.02,36.36,23.1,31.7925,10.2,57,29,2.1,39.5676,39.5676,757.4,6
130,125.524,-4.47619,112.831,-17.1693,125,-5,118,-12,0,25.1,36.53,24.89,33.7229,24.89,34.7,25.1,34.236,23.89,44.86,13.2633,1,24.5,29.7333,26.1,36.0957,23.1,31.89,10.5167,55.6667,28.8333,2,44.2776,44.2776,757.4,6.16667
130,178.819,48.8194,133.155,3.15536,106.667,-23.3333,204,74,10,25.2,36.2233,24.89,33.552,24.89,34.7,25.1,34.4929,23.8614,44.2286,13.7333,1,24.5,30.3567,26.16,35.754,23.1,31.85,10.8333,54.3333,28.6667,1.9,31.5415,31.5415,757.4,6.33333
120,119.524,-0.47619,114.966,-5.03445,125,5,138,18,0,25.2,36.1633,24.8614,33.1686,24.89,34.7,25.1,34.29,23.89,43.754,13.2667,1,24.5,30.0233,26.2371,35.5543,23.1,31.9943,11.15,53,28.5,1.8,21.4762,21.4762,757.4,6.5
90,94.4905,4.49048,130.892,40.8919,96.6667,6.66667,178,88,0,25.2,34.26,24.445,30.4,24.89,34.79,24.9971,32.1686,23.8329,43.4371,13.2667,1,24.5,29.445,26.236,35.26,23.2,32.12,11.4667,51.6667,28.3333,1.7,10.7952,10.7952,757.4,6.66667
100,94.5619,-5.4381,116.293,16.293,96.6667,-3.33333,182,82,0,25.1333,32.7333,24.3614,30.0286,24.89,34.73,24.89,31.16,23.79,42.914,13.6,1,24.5,29.03,26.2,34.7571,23.2257,31.7714,11.7833,50.3333,28.1667,1.6,36.9616,36.9616,757.4,6.83333
100,95.8952,-4.10476,105.237,5.23725,96.6667,-3.33333,188,88,0,25.1333,32.2,24.4843,30.1,24.89,34.59,24.89,31.17,23.8329,42.4657,13.96,1,24.5,28.8233,26.2,34.79,23.2,31.518,12.1,49,28,1.5,46.1455,46.1455,757.4,7
110,104.429,-5.57143,106.605,-3.39462,110,0,104,-6,0,25.2,32.2,24.5,30.274,24.9633,34.53,24.89,31.392,23.79,42.12,14.1,1,24.5,28.5667,26.2,34.79,23.2,31.3186,12.1,48.6667,30,1.41667,35.446,35.446,757.45,7.16667
110,105.595,-4.40476,110.529,0.529419,110,0,110,0,0,25.2,32.53,24.5,30.4214,24.9633,34.4333,24.8614,31.4114,23.79,41.8386,14.16,1,24.5,28.4267,26.254,34.956,23.2,31.33,12.1,48.3333,32,1.33333,23.4171,23.4171,757.5,7.33333
100,98.8952,-1.10476,110.887,10.8866,100,0,114,14,0,25.2,32.79,24.5,30.6,24.9633,34.5,24.56,30.016,23.79,41.66,13.9,1,24.5,28.39,26.29,35.2957,23.2,31.3614,12.1,48,34,1.25,27.9323,27.9323,757.55,7.5
90,101.967,11.9667,110.106,20.1064,110,20,112,22,0,25.2,33.1567,24.4843,30.6671,24.8567,34.26,24.3486,29.7271,23.79,41.5,13.69,1,24.5667,28.3233,26.29,35.44,23.218,31.47,12.1,47.6667,36,1.16667,46.7228,46.7228,757.6,7.66667
130,167.679,37.6786,109.21,-20.7903,110,-20,116,-14,0,25.1333,32.3567,24.256,29.634,24.6975,33.475,24.236,29.436,23.79,41.4714,13.63,1,24.7,28.29,26.3329,35.4429,23.29,31.8614,12.1,47.3333,38,1.08333,11.7736,11.7736,757.65,7.83333
120,194.687,74.6869,90.0803,-29.9197,120,0,112,-8,0,25.0333,31.43,24.1,29.3186,24.46,32.36,24.1,28.9971,23.79,41.156,13.7267,1,24.7,28.23,26.35,35.4,23.39,31.79,12.1,47,40,1,42.4117,42.4117,757.7,8
140,131.64,-8.35952,74.9147,-65.0853,133.333,-6.66667,112,-28,0,25.1,31.29,24.2,29.39,24.2267,31.1933,24,28.716,23.79,40.94,13.7267,1,24.7,28.0667,26.39,35.4,23.39,31.7386,12.1,47.1667,40,1.06667,29.6222,29.6222,757.733,7.83333
130,128.507,-1.49286,66.8764,-63.1236,133.333,3.33333,114,-16,0,25.0333,31.36,24.2,29.5414,24.0333,30.86,24,29.0986,23.79,40.696,13.645,1,24.7,28,26.39,35.29,23.39,31.718,12.1,47.3333,40,1.13333,38.6513,38.6513,757.767,7.66667
130,169.364,39.3643,68.3358,-61.6642,126.667,-3.33333,114,-16,0,25.1,31.5667,24.2,29.698,24,30.93,24,29.22,23.79,40.3971,13.7633,1,24.7,28,26.4371,35.1486,23.4214,31.9186,12.1,47.5,40,1.2,39.7005,39.7005,757.8,7.5
130,126.429,-3.57143,57.0455,-72.9545,126.667,-3.33333,110,-20,0,25.1,31.8,24.2386,30.0543,23.86,30.3967,24.0286,29.9243,23.7,40.134,13.3567,1,24.76,28,26.39,34.636,23.5,32.29,12.1,47.6667,40,1.26667,49.6829,49.6829,757.833,7.33333
130,124.829,-5.17143,48.4413,-81.5587,120,-10,116,-14,0,25.0333,31.9267,24.1,29.956,23.4633,29.4933,24.2,30.58,23.7771,39.9971,12.9633,1,24.73,27.9633,26.3614,34.0671,23.5,32.41,12.1,47.8333,40,1.33333,13.0727,13.0727,757.867,7.16667
120,136.929,16.9286,50.9531,-69.0469,126.667,6.66667,110,-10,0,25,31.945,24.0429,29.9671,23.4633,29.9667,24.3343,31.0529,23.79,39.834,12.89,1,24.79,27.8233,26.29,33.62,23.5,32.48,12.1,48,40,1.4,49.9053,49.9053,757.9,7
110,110.062,0.0619048,54.7477,-55.2523,110,0,114,4,0,25,32.03,24,30.198,23.5,30,24.4671,31.3764,23.79,39.7514,13.19,1,24.79,27.7,26.29,33.4843,23.5,32.3117,12.0667,48.5,40,1.48333,27.1584,27.1584,757.933,7
110,106.467,-3.53333,47.7238,-62.2762,110,0,114,4,0,25,32.09,24,30.48,23.4267,29.8,24.6,31.7,23.79,39.754,13.0633,1,24.79,27.6333,26.29,33.552,23.5,32.174,12.0333,49,40,1.56667,27.3645,27.3645,757.967,7
110,110.467,0.466667,61.7619,-48.2381,110,0,112,2,0,25,31.8667,23.89,29.7,23.4633,30.1333,24.6667,31.76,23.79,39.54,13.2333,1,24.79,27.6,26.29,33.4286,23.5,32.45,12,49.5,40,1.65,7.30915,7.30915,758,7
110,110.467,0.466667,45.1353,-64.8647,120,10,102,-8,0,24.9267,31.3933,23.82,29.6429,23.3233,29.5933,24.7,31.86,23.79,39.4,12.7667,1,24.79,27.5333,26.2563,33.7,23.5,32.416,11.9667,50,40,1.73333,22.6871,22.6871,758.033,7
110,105.433,-4.56667,35.5631,-74.4369,105,-5,116,6,0,25,31.39,23.7,29.698,23.1667,29,24.7,32.06,23.8186,39.4,12.33,1,24.79,27.5,26.236,34.036,23.5,32.12,11.9333,50.5,40,1.81667,13.7118,13.7118,758.067,7
100,99.6016,-0.398413,29.1499,-70.8501,100,0,114,14,0,24.9267,31.39,23.7,29.9686,23.0333,28.86,24.7,32.23,23.85,39.156,12.53,1,24.79,27.4175,26.29,34.1529,23.5,31.9633,11.9,51,40,1.9,25.5098,25.5098,758.1,7
100,137.768,37.7683,28.0244,-71.9756,100,0,96,-4,0,24.89,31.5967,23.7,30.236,23,28.7667,24.7,32.29,23.8757,39.1214,12.5,1,24.79,27.39,26.31,34.156,23.4633,31.7267,11.85,50.8333,38.1667,1.81667,35.2162,35.2162,758.167,7.16667
90,145.257,55.2571,37.1625,-52.8375,220,130,186,96,0,24.89,31.93,23.7,30.4243,23.1333,29.2933,24.73,32.4,23.89,39.016,12.3667,1,24.79,27.29,26.4214,34.1214,23.456,31.314,11.8,50.6667,36.3333,1.73333,41.4448,41.4448,758.233,7.33333
100,298.479,198.479,48.3145,-51.6855,287.5,187.5,98,-2,0,25,32.2,23.68,30.66,23.3233,29.8967,24.79,32.4,23.9371,38.8214,12.2333,1,24.79,27.29,26.5,34.09,23.35,31.06,11.75,50.5,34.5,1.65,32.7532,32.7532,758.3,7.5
490,356.345,-133.655,54.037,-435.963,287.5,-202.5,184,-306,0,24.9267,32.1267,23.6,30.7257,23.4633,30.5633,24.79,32.4333,23.89,38.7,12.0333,1,24.76,27.29,26.5,34.1057,23.29,30.89,11.7,50.3333,32.6667,1.56667,42.1839,42.1839,758.367,7.66667
570,470.4,-99.6,80.7441,-489.256,590,20,202,-368,10,24.89,32.6667,23.56,31.14,23.6,30.8233,24.8567,32.56,23.89,38.6843,11.7633,1,24.7,27.3567,26.54,34.296,23.236,30.83,11.65,50.1667,30.8333,1.48333,30.3456,30.3456,758.433,7.83333
460,390.679,-69.3214,102.771,-357.229,287.5,-172.5,186,-274,0,24.9633,36.26,23.5,32.2829,23.6,31.1567,24.89,32.79,23.89,38.612,11.69,1,24.7,27.4267,26.5714,34.5,23.2,30.772,11.6,50,29,1.4,10.8368,10.8368,758.5,8
120,155.617,35.6167,140.582,20.5822,113.333,-6.66667,170,50,10,25.0333,40.2933,23.5,35.8713,23.7,31.745,24.89,32.93,23.9214,38.7257,11.56,1,24.7,27.5,26.6,34.67,23.2,30.7,11.3833,50.8333,30.8333,1.43333,15.275,15.275,758.55,7.83333
